State,Suburb,Postcode,Status,Service Type,Id,New
TAS,Mawbanna,7321,Service Available,Wireless,7SMO-51-03-FORS,
TAS,Maydena,7140,Service Available,Wireless,7NOL-51-03-MAYD,
TAS,Mayfield,7248,Service Available,Brownfields Fibre,7LAU-09,
TAS,Meander,7304,Service Available,Wireless,7DEL-51-04-MEAN,
TAS,Mengha,7330,Service Available,Wireless,7SMO-51-03-FORS,
TAS,Mengha,7330,Service Available,Wireless,7SMO-51-04-IRIS,
TAS,Miandetta,7310,Build Commenced,Other,7DER-03,
TAS,Middleton,7163,Service Available,Wireless,7MGT-51-08-MIDD,
TAS,Midway Point,7171,Service Available,Brownfields Fibre,7SOR-02,
TAS,Midway Point,7171,Service Available,Greenfields Fibre,AYCA-299ZQ2,
TAS,Midway Point,7171,Service Available,Greenfields Fibre,AYCA-13MXW1,
TAS,Midway Point,7171,Service Available,Wireless,7SOR-51-04-SRLE,
TAS,Midway Point,7171,Build Preparation,Greenfields Fibre,AYCA-3FV0DJ,
TAS,Midway Point,7171,Build Commenced,Greenfields Fibre,AYCA-1LL2AM,
TAS,Midway Point,7171,Build Commenced,Greenfields Fibre,AYCA-2058LE,
TAS,Midway Point,7171,Build Commenced,Greenfields Fibre,AYCA-1L5FEQ,
TAS,Miena,7030,Service Available,Wireless,7CLT-51-05-MIEN,
TAS,Miena,7030,Service Available,Wireless,7CLT-51-06-MNTN,
TAS,Mole Creek,7304,Service Available,Wireless,7DEL-51-05-MOLE,
TAS,Molesworth,7140,Service Available,Wireless,7NOL-51-14-NEWN,
TAS,Molesworth,7140,Service Available,Wireless,7NOL-51-12-MOUR,
TAS,Montagu,7330,Service Available,Wireless,7SMO-51-06-SMIT,
TAS,Montagu Bay,7018,Service Available,Brownfields Fibre,7BEV-01,
TAS,Montello,7320,Build Commenced,Other,7BUI-04,
TAS,Montrose,7010,Service Available,Brownfields Fibre,7NWT-03,
TAS,Moonah,7009,Service Available,Brownfields Fibre,7NWT-08,
TAS,Moonah,7009,Service Available,Brownfields Fibre,7NWT-06,
TAS,Moonah,7009,Service Available,Brownfields Fibre,7NWT-07,
TAS,Moonah,7009,Service Available,Other,7HOB-11,new
TAS,Mooreville,7321,Service Available,Wireless,7BUI-51-07-RIDG,
TAS,Mooreville,7321,Service Available,Wireless,7BUI-51-03-MVER,
TAS,Moriarty,7307,Service Available,Wireless,7DER-51-08-LATR,
TAS,Mornington,7018,Service Available,Brownfields Fibre,7BEV-04,
TAS,Mornington,7018,Service Available,Greenfields Fibre,AYCA-1QFAX7,
TAS,Mornington,7018,Service Available,Greenfields Fibre,AYCA-195ZZ1,
TAS,Mornington,7018,Service Available,Greenfields Fibre,AYCA-1GW9OK,
TAS,Mornington,7018,Build Preparation,Greenfields Fibre,AYCA-30AQRL,
TAS,Mount Hicks,7325,Service Available,Wireless,7BUI-51-02-DOCT,
TAS,Mount Hicks,7325,Service Available,Wireless,7BUI-51-04-MHKN,
TAS,Mount Nelson,7007,Service Available,Brownfields Fibre,7HOB-09,
TAS,Mount Rumney,7170,Service Available,Brownfields Fibre,7BEV-04,
TAS,Mount Rumney,7170,Service Available,Other,7CAM-01,
TAS,Mount Stuart,7000,Service Available,Brownfields Fibre,7HOB-07,
TAS,Mount Stuart,7000,Service Available,Brownfields Fibre,7HOB-08,
TAS,Mountain River,7109,Service Available,Wireless,7HUL-51-09-MRVN,
TAS,Mountain River,7109,Service Available,Wireless,7HUL-51-02-HERR,
TAS,Mowbray,7248,Service Available,Brownfields Fibre,7LAU-06,
TAS,Mowbray,7248,Service Available,Brownfields Fibre,7LAU-09,
TAS,Murdunna,7178,Service Available,Wireless,7DSF-51-10-MURD,
TAS,Nabowla,7260,Service Available,Wireless,7SCE-51-10-SCOT,
TAS,National Park,7140,Service Available,Wireless,7NOL-51-01-BELC,
TAS,National Park,7140,Service Available,Wireless,7NOL-51-03-MAYD,
TAS,Natone,7321,Service Available,Wireless,7BUI-51-05-NATO,
TAS,Neika,7054,Service Available,Wireless,7HUL-51-10-NEIK,
TAS,Neika,7054,Service Available,Wireless,7HUL-51-02-HERR,
TAS,New Norfolk,7140,Service Available,Wireless,7NOL-51-14-NEWN,
TAS,New Norfolk,7140,Service Available,Wireless,7NOL-51-10-LACH,
TAS,New Norfolk,7140,Build Commenced,Other,7NOL-01,
TAS,New Town,7008,Service Available,Brownfields Fibre,7HOB-07,
TAS,New Town,7008,Service Available,Other,7HOB-11,new
TAS,New Town,7008,Build Preparation,Greenfields Fibre,AYCA-2O8CEY,
TAS,New Town,7008,Build Commenced,Greenfields Fibre,AYCA-1PD80I,
TAS,Newnham,7248,Service Available,Brownfields Fibre,7LAU-09,
TAS,Newnham,7248,Service Available,Brownfields Fibre,7LAU-10,
TAS,Newnham,7248,Service Available,Greenfields Fibre,AYAA-GGKYB,
TAS,Newstead,7250,Service Available,Brownfields Fibre,7SHL-02,
TAS,Newstead,7250,Service Available,Brownfields Fibre,7LAU-02,
TAS,Newstead,7250,Service Available,Brownfields Fibre,7LAU-03,
TAS,Nicholls Rivulet,7112,Service Available,Wireless,7CYE-51-03-CYGN,
TAS,Nicholls Rivulet,7112,Service Available,Wireless,7CYE-51-06-LYMI,
TAS,Nook,7306,Service Available,Wireless,7DER-51-02-ACAC,
TAS,North Hobart,7000,Service Available,Brownfields Fibre,7HOB-07,
TAS,North Hobart,7000,Service Available,Brownfields Fibre,7HOB-06,
TAS,North Hobart,7000,Service Available,Greenfields Fibre,AYCA-17GQH5,
TAS,North Motton,7315,Service Available,Wireless,7DER-51-01-ABBO,
TAS,North Motton,7315,Service Available,Wireless,7DER-51-09-SULL,
TAS,North Scottsdale,7260,Service Available,Wireless,7SCE-51-10-SCOT,
TAS,Northdown,7307,Service Available,Wireless,7PTS-51-01-PORT,
TAS,Norwood,7250,Service Available,Brownfields Fibre,7SHL-02,
TAS,Norwood,7250,Service Available,Greenfields Fibre,AYCA-26O1F5,
TAS,Nubeena,7184,Service Available,Wireless,7SOR-51-06-NBTE,
TAS,Nubeena,7184,Service Available,Wireless,7SOR-51-02-NUBE,
TAS,Oakdowns,7019,Service Available,Greenfields Fibre,AYCA-VA4W2,
TAS,Oakdowns,7019,Service Available,Greenfields Fibre,AYAA-FWG24,
TAS,Oakdowns,7019,Service Available,Greenfields Fibre,AYCA-1FLYB8,
TAS,Oakdowns,7019,Service Available,Greenfields Fibre,AYCA-2W8HMM,
TAS,Oakdowns,7019,Service Available,Other,7CAM-02,
TAS,Oakdowns,7019,Build Preparation,Greenfields Fibre,AYCA-2UZ1Y4,
TAS,Oakdowns,7019,Build Commenced,Greenfields Fibre,AYCA-1XWAYK,
TAS,Oatlands,7120,Service Available,Wireless,7CLT-51-12-PART,
TAS,Oatlands,7120,Service Available,Wireless,7CLT-51-11-OATL,
TAS,Ocean Vista,7320,Build Commenced,Other,7BUI-03,
TAS,Old Beach,7017,Service Available,Wireless,7NOL-51-05-BRIW,
TAS,Old Beach,7017,Build Commenced,Other,7PON-21,
TAS,Oldina,7325,Service Available,Wireless,7BUI-51-04-MHKN,
TAS,Opossum Bay,7023,Build Commenced,Other,7SHR-20,
TAS,Orford,7190,Build Commenced,Other,7ORF-20,
TAS,Orielton,7172,Service Available,Wireless,7SOR-51-04-SRLE,
TAS,Otago,7017,Service Available,Brownfields Fibre,7NWT-07,
TAS,Ouse,7140,Service Available,Wireless,7NOL-51-04-OUSE,
TAS,Oyster Cove,7150,Service Available,Wireless,7MGT-51-03-SNUG,
TAS,Oyster Cove,7150,Service Available,Wireless,7MGT-51-07-KETT,
TAS,Paradise,7306,Service Available,Wireless,7RAO-51-09-PARA,new
TAS,Parattah,7120,Service Available,Wireless,7CLT-51-12-PART,
TAS,Park Grove,7320,Build Commenced,Other,7BUI-03,
TAS,Park Grove,7320,Build Commenced,Other,7BUI-04,
TAS,Parklands,7320,Build Commenced,Other,7BUI-03,
TAS,Parklands,7320,Build Commenced,Other,7BUI-04,
TAS,Pelverata,7150,Service Available,Wireless,7HUL-51-02-HERR,
TAS,Penguin,7316,Service Available,Wireless,7DER-51-09-SULL,
TAS,Penguin,7316,Service Available,Wireless,7BUI-51-08-ROUN,
TAS,Penguin,7316,Build Commenced,Other,7PEI-20,
TAS,Penna,7171,Service Available,Wireless,7SOR-51-04-SRLE,
TAS,Perth,7300,Build Commenced,Other,7PER-20,
TAS,Pioneer,7264,Service Available,Wireless,7SCE-51-12-WINN,
TAS,Pipers River,7252,Service Available,Wireless,7GEW-51-05-LOWE,
TAS,Pontville,7030,Build Commenced,Other,7PON-20,
TAS,Port Huon,7116,Service Available,Wireless,7CYE-51-01-COAD,
TAS,Port Sorell,7307,Build Commenced,Other,7PTS-20,
TAS,Preston,7315,Service Available,Wireless,7DER-51-05-SPRE,
TAS,Primrose Sands,7173,Build Commenced,Other,7DSF-01,
TAS,Prospect,7250,Service Available,Brownfields Fibre,7SHL-01,
TAS,Prospect,7250,Service Available,Brownfields Fibre,7SHL-04,
TAS,Prospect,7250,Service Available,Greenfields Fibre,AYCA-2ADTDV,
TAS,Prospect,7250,Build Commenced,Greenfields Fibre,AYCA-2KQQWM,
TAS,Prospect Vale,7250,Service Available,Brownfields Fibre,7SHL-03,
TAS,Prospect Vale,7250,Service Available,Brownfields Fibre,7SHL-04,
TAS,Prospect Vale,7250,Service Available,Greenfields Fibre,AYCA-1HO8VJ,
TAS,Prospect Vale,7250,Service Available,Greenfields Fibre,AYCA-1SGV91,
TAS,Prospect Vale,7250,Service Available,Greenfields Fibre,AYCA-2ETAMV,
TAS,Prospect Vale,7250,Build Preparation,Greenfields Fibre,AYCA-2GAT0P,
TAS,Punchbowl,7249,Service Available,Brownfields Fibre,7SHL-02,
TAS,Queens Domain,7000,Service Available,Brownfields Fibre,7HOB-06,
TAS,Quoiba,7310,Build Commenced,Other,7DER-03,
TAS,Railton,7305,Service Available,Wireless,7RAO-51-12-RAIL,
TAS,Railton,7305,Service Available,Wireless,7RAO-51-11-SHEI,
TAS,Railton,7305,Service Available,Wireless,7RAO-51-06-SUNY,new
TAS,Ranelagh,7109,Service Available,Wireless,7HUL-51-03-HUON,
TAS,Ranelagh,7109,Build Commenced,Other,7HUL-01,
TAS,Ravenswood,7250,Service Available,Brownfields Fibre,7LAU-07,
TAS,Redpa,7330,Service Available,Wireless,7SMO-51-04-IRIS,
TAS,Reedy Marsh,7304,Service Available,Wireless,7DEL-51-01-DELO,
TAS,Reedy Marsh,7304,Service Available,Wireless,7DEL-51-06-WSBT,
TAS,Relbia,7258,Service Available,Brownfields Fibre,7SHL-06,
TAS,Riana,7316,Service Available,Wireless,7BUI-51-06-RIAN,
TAS,Richmond,7025,Service Available,Wireless,7SOR-51-03-RCHH,
TAS,Richmond,7025,Service Available,Wireless,7SOR-51-05-CAMP,
TAS,Richmond,7025,Build Commenced,Other,7RIC-20,
TAS,Ridgeway,7054,Build Commenced,Wireless,7HUL-51-12-CHIM,
TAS,Ridgley,7321,Service Available,Wireless,7BUI-51-07-RIDG,
TAS,Ringarooma,7263,Build Commenced,Wireless,7SCE-51-08-RNGG,
TAS,Risdon,7017,Service Available,Brownfields Fibre,7BEV-06,
TAS,Risdon Vale,7016,Service Available,Brownfields Fibre,7BEV-06,
TAS,Riverside,7250,Service Available,Brownfields Fibre,7LAU-05,
TAS,Riverside,7250,Service Available,Brownfields Fibre,7LAU-08,
TAS,Riverside,7250,Service Available,Greenfields Fibre,AYCA-RVQRO,
TAS,Riverside,7250,Service Available,Greenfields Fibre,AYCA-2FWBVG,
TAS,Riverside,7250,Service Available,Greenfields Fibre,AYCA-2AIYJW,
TAS,Riverside,7250,Service Available,Wireless,7LEG-51-01-BRIN,
TAS,Riverside,7250,Build Preparation,Greenfields Fibre,AYCA-RVQKA,
TAS,Riverside,7250,Build Preparation,Greenfields Fibre,AYCA-RW3N7,
TAS,Riverside,7250,Build Preparation,Greenfields Fibre,AYCA-R89MW,
TAS,Riverside,7250,Build Preparation,Greenfields Fibre,AYCA-R8A12,
TAS,Rocherlea,7248,Service Available,Brownfields Fibre,7LAU-10,
TAS,Roches Beach,7170,Service Available,Other,7CAM-01,
TAS,Rocky Cape,7321,Service Available,Wireless,7SMO-51-02-EDGC,
TAS,Rokeby,7019,Service Available,Greenfields Fibre,AYCA-1IFF61,
TAS,Rokeby,7019,Service Available,Greenfields Fibre,AYCA-23YWVB,
TAS,Rokeby,7019,Service Available,Other,7CAM-02,
TAS,Rokeby,7019,Build Commenced,Greenfields Fibre,AYCA-2E11BK,
TAS,Romaine,7320,Service Available,Wireless,7BUI-51-03-MVER,
TAS,Romaine,7320,Build Commenced,Other,7BUI-02,
TAS,Rose Bay,7015,Service Available,Brownfields Fibre,7BEV-03,
TAS,Rosetta,7010,Service Available,Brownfields Fibre,7NWT-03,
TAS,Rosevears,7277,Service Available,Other,7EXE-01,
TAS,Rosevears,7277,Service Available,Wireless,7LEG-51-06-MDSD,
TAS,Rosevears,7277,Service Available,Wireless,7GEW-51-04-MDRN,
TAS,Rosny,7018,Service Available,Brownfields Fibre,7BEV-01,
TAS,Rosny Park,7018,Service Available,Brownfields Fibre,7BEV-01,
TAS,Ross,7209,Service Available,Wireless,7CLT-51-01-BADA,
TAS,Saltwater River,7186,Service Available,Wireless,7SOR-51-02-NUBE,
TAS,Sandfly,7150,Service Available,Wireless,7HUL-51-04-ALLR,
TAS,Sandford,7020,Build Commenced,Other,7CRE-20,
TAS,Sandy Bay,7005,Service Available,Brownfields Fibre,7HOB-09,
TAS,Sandy Bay,7005,Service Available,Brownfields Fibre,7HOB-02,
TAS,Sandy Bay,7005,Build Commenced,Greenfields Fibre,AYCA-2IK88G,
TAS,Sandy Bay,7005,Build Commenced,Other,7HOB-10,
TAS,Sassafras,7307,Service Available,Wireless,7DER-51-08-LATR,
TAS,Scamander,7215,Build Commenced,Other,7SCA-20,
TAS,Scotchtown,7330,Service Available,Wireless,7SMO-51-04-IRIS,
TAS,Scotchtown,7330,Service Available,Wireless,7SMO-51-06-SMIT,
TAS,Scottsdale,7260,Service Available,Brownfields Fibre,7SCL-01,
TAS,Scottsdale,7260,Service Available,Wireless,7SCE-51-10-SCOT,
TAS,Seven Mile Beach,7170,Service Available,Other,7CAM-01,
TAS,Shearwater,7307,Build Commenced,Other,7PTS-20,
TAS,Sheffield,7306,Service Available,Wireless,7RAO-51-10-SHEF,new
TAS,Sheffield,7306,Service Available,Wireless,7RAO-51-11-SHEI,
TAS,Sheffield,7306,Service Available,Wireless,7RAO-51-09-PARA,new
TAS,Shorewell Park,7320,Build Commenced,Other,7BUI-03,
TAS,Sidmouth,7270,Service Available,Wireless,7LEG-51-05-LOIR,
TAS,Sidmouth,7270,Service Available,Wireless,7BEL-51-01-BEAF,
TAS,Sisters Beach,7321,Service Available,Wireless,7WYN-51-04-SIST,
TAS,Sisters Creek,7325,Service Available,Wireless,7WYN-51-01-BHRT,
TAS,Sisters Creek,7325,Service Available,Wireless,7WYN-51-03-MOOL,
TAS,Smithton,7330,Service Available,Brownfields Fibre,7SMO-01,
TAS,Smithton,7330,Service Available,Wireless,7SMO-51-04-IRIS,
TAS,Smithton,7330,Service Available,Wireless,7SMO-51-06-SMIT,
TAS,Smithton,7330,Build Preparation,Brownfields Fibre,7SMO-01,
TAS,Smithton,7330,Build Preparation,Brownfields Fibre,7SMO-01,
TAS,Snug,7054,Build Commenced,Other,7MGT-01,
TAS,Somerset,7322,Service Available,Brownfields Fibre,7SOE-01,
TAS,Somerset,7322,Service Available,Wireless,7BUI-51-02-DOCT,
TAS,Somerset,7322,Build Commenced,Greenfields Fibre,AYCA-3C0I0N,
TAS,Sorell,7172,Service Available,Brownfields Fibre,7SOR-01,
TAS,Sorell,7172,Service Available,Greenfields Fibre,AYCA-1LQRAL,
TAS,Sorell,7172,Service Available,Greenfields Fibre,AYCA-1WFUT0,
TAS,Sorell,7172,Service Available,Greenfields Fibre,AYCA-FM46N,
TAS,Sorell,7172,Service Available,Greenfields Fibre,AYCA-GSQI5,
TAS,Sorell,7172,Service Available,Greenfields Fibre,AYCA-IZ2ES,
TAS,Sorell,7172,Service Available,Greenfields Fibre,AYCA-ZSGAD,
TAS,Sorell,7172,Service Available,Greenfields Fibre,AYCA-17GW1D,
TAS,Sorell,7172,Service Available,Greenfields Fibre,AYCA-1DG0KG,
TAS,Sorell,7172,Service Available,Greenfields Fibre,AYCA-1GLZWV,
TAS,Sorell,7172,Service Available,Wireless,7SOR-51-04-SRLE,
TAS,Sorell,7172,Build Preparation,Greenfields Fibre,AYCA-1USK7G,
TAS,Sorell,7172,Build Commenced,Greenfields Fibre,AYCA-2HQK0Q,
TAS,South Arm,7022,Build Commenced,Other,7SHR-20,
TAS,South Burnie,7320,Build Commenced,Other,7BUI-01,
TAS,South Hobart,7004,Service Available,Brownfields Fibre,7HOB-01,
TAS,South Hobart,7004,Service Available,Greenfields Fibre,AYCA-22SVG6,
TAS,South Hobart,7004,Build Commenced,Other,7HOB-12,
TAS,South Hobart,7004,Build Commenced,Wireless,7HUL-51-12-CHIM,
TAS,South Launceston,7249,Service Available,Brownfields Fibre,7LAU-03,
TAS,South Launceston,7249,Service Available,Brownfields Fibre,7SHL-01,
TAS,South Launceston,7249,Service Available,Brownfields Fibre,7LAU-04,
TAS,South Launceston,7249,Service Available,Greenfields Fibre,AYCA-17PXYT,
TAS,South Spreyton,7310,Service Available,Wireless,7DER-51-04-SOUS,
TAS,South Spreyton,7310,Service Available,Wireless,7DER-51-06-SPYE,
TAS,Southport,7109,Build Commenced,Wireless,7CYE-51-12-LUNE,
TAS,Southport,7109,Build Commenced,Wireless,7CYE-51-13-SOUO,
TAS,Southport,7109,Build Commenced,Wireless,7CYE-51-09-DOVE,
TAS,Spreyton,7310,Build Commenced,Other,7DER-03,
TAS,Spring Beach,7190,Build Commenced,Other,7ORF-20,
TAS,Squeaking Point,7307,Service Available,Wireless,7PTS-51-01-PORT,
TAS,St Helens,7216,Service Available,Brownfields Fibre,7STH-01,
TAS,St Helens,7216,Service Available,Greenfields Fibre,AYCA-JLHU7,
TAS,St Leonards,7250,Service Available,Brownfields Fibre,7SHL-05,
TAS,St Leonards,7250,Service Available,Greenfields Fibre,AYCA-25WYC8,
TAS,St Leonards,7250,Service Available,Wireless,7LEG-51-07-ABEL,
TAS,Stanley,7331,Service Available,Wireless,7SMO-51-07-STAL,
TAS,Staverton,7306,Service Available,Wireless,7RAO-51-08-ERRI,new
TAS,Stieglitz,7216,Service Available,Brownfields Fibre,7STH-01,
TAS,Stony Rise,7310,Build Commenced,Other,7DER-04,
TAS,Stony Rise,7310,Build Commenced,Other,7DER-03,
TAS,Stowport,7321,Service Available,Wireless,7BUI-51-08-ROUN,
TAS,Stowport,7321,Service Available,Wireless,7BUI-51-05-NATO,
TAS,Sulphur Creek,7316,Build Commenced,Other,7PEI-20,
TAS,Summerhill,7250,Service Available,Brownfields Fibre,7SHL-04,
TAS,Summerhill,7250,Service Available,Brownfields Fibre,7SHL-01,
TAS,Surveyors Bay,7116,Service Available,Wireless,7CYE-51-01-COAD,
TAS,Surveyors Bay,7116,Service Available,Wireless,7CYE-51-05-GARC,
TAS,Swan Point,7275,Service Available,Other,7EXE-01,
TAS,Swan Point,7275,Service Available,Wireless,7GEW-51-04-MDRN,
TAS,Swansea,7190,Service Available,Wireless,7SWA-51-04-SWAN,
TAS,Swansea,7190,Build Commenced,Other,7SWA-20,
TAS,Taranna,7180,Service Available,Wireless,7SOR-51-10-TARN,
TAS,Tarleton,7310,Service Available,Wireless,7DER-51-04-SOUS,
TAS,Tarleton,7310,Service Available,Wireless,7DER-51-06-SPYE,
TAS,Taroona,7053,Build Commenced,Other,7TAR-20,
TAS,Tea Tree,7017,Service Available,Wireless,7SOR-51-03-RCHH,
TAS,Tea Tree,7017,Service Available,Wireless,7NOL-51-26-TEAT,new
TAS,Tinderbox,7054,Service Available,Wireless,7MGT-51-03-SNUG,
TAS,Tinderbox,7054,Build Commenced,Wireless,7MGT-51-04-TIND,
TAS,Tolmans Hill,7007,Service Available,Brownfields Fibre,7HOB-09,
TAS,Tolmans Hill,7007,Build Preparation,Greenfields Fibre,AYCA-2AJZU7,
TAS,Tranmere,7018,Service Available,Other,7CAM-03,
TAS,Tranmere,7018,Build Preparation,Greenfields Fibre,AYCA-3F7CDC,
TAS,Tranmere,7018,Build Commenced,Greenfields Fibre,AYCA-2DF2EG,
TAS,Tranmere,7018,Build Commenced,Greenfields Fibre,AYCA-31E6P4,
TAS,Travellers Rest,7250,Build Commenced,Other,7SHL-07,
TAS,Trevallyn,7250,Service Available,Brownfields Fibre,7LAU-05,
TAS,Triabunna,7190,Service Available,Brownfields Fibre,7TRA-01,
TAS,Trowutta,7330,Service Available,Wireless,7SMO-51-04-IRIS,
TAS,Tugrah,7310,Build Commenced,Other,7DER-03,
TAS,Turners Beach,7315,Build Commenced,Other,7ULN-02,
TAS,Turners Marsh,7267,Service Available,Wireless,7LEG-51-06-MDSD,
TAS,Ulverstone,7315,Service Available,Wireless,7DER-51-01-ABBO,
TAS,Ulverstone,7315,Build Commenced,Other,7ULN-02,
TAS,Ulverstone,7315,Build Commenced,Other,7ULN-01,
TAS,Underwood,7268,Service Available,Wireless,7LEG-51-03-LYDY,
TAS,Underwood,7268,Service Available,Wireless,7LEG-51-06-MDSD,
TAS,Upper Burnie,7320,Build Commenced,Other,7BUI-02,
TAS,Upper Castra,7315,Service Available,Wireless,7DER-51-05-SPRE,
TAS,Waratah,7321,Service Available,Wireless,7BUI-51-09-WARA,
TAS,Warrane,7018,Service Available,Brownfields Fibre,7BEV-01,
TAS,Warrane,7018,Service Available,Brownfields Fibre,7BEV-04,
TAS,Wattle Hill,7172,Service Available,Wireless,7SOR-51-04-SRLE,
TAS,Waverley,7250,Service Available,Brownfields Fibre,7LAU-07,
TAS,Wellington Park,7054,Build Commenced,Other,7HOB-12,
TAS,Wesley Vale,7307,Service Available,Wireless,7DER-51-07-WESL,
TAS,West Hobart,7000,Service Available,Brownfields Fibre,7HOB-03,
TAS,West Hobart,7000,Service Available,Greenfields Fibre,AYCA-1HPVNS,
TAS,West Hobart,7000,Service Available,Greenfields Fibre,AYCA-265QZ7,
TAS,West Hobart,7000,Service Available,Greenfields Fibre,AYCA-PZR52,
TAS,West Hobart,7000,Service Available,Greenfields Fibre,AYCA-1IUFLQ,
TAS,West Hobart,7000,Service Available,Greenfields Fibre,AYCA-23YJE4,
TAS,West Kentish,7306,Service Available,Wireless,7RAO-51-09-PARA,new
TAS,West Kentish,7306,Service Available,Wireless,7RAO-51-10-SHEF,new
TAS,West Launceston,7250,Service Available,Brownfields Fibre,7SHL-04,
TAS,West Launceston,7250,Service Available,Brownfields Fibre,7LAU-04,
TAS,West Launceston,7250,Service Available,Greenfields Fibre,AYCA-RHSLV,
TAS,West Moonah,7009,Service Available,Brownfields Fibre,7NWT-06,
TAS,West Ulverstone,7315,Service Available,Wireless,7DER-51-09-SULL,
TAS,West Ulverstone,7315,Build Commenced,Other,7ULN-01,
TAS,Westbury,7303,Service Available,Other,7WST-01,new
TAS,Westbury,7303,Service Available,Wireless,7DEL-51-06-WSBT,
TAS,Western Junction,7258,Service Available,Brownfields Fibre,7SHL-06,
TAS,Western Junction,7258,Service Available,Other,7EVA-01,
TAS,Western Junction,7258,Service Available,Wireless,7LEG-51-07-ABEL,
TAS,Westerway,7140,Service Available,Wireless,7NOL-51-16-WEST,
TAS,Westerway,7140,Service Available,Wireless,7NOL-51-01-BELC,
TAS,Weymouth,7252,Service Available,Wireless,7BDP-51-02-LULW,
TAS,Weymouth,7252,Service Available,Wireless,7BDP-51-03-WEYM,
TAS,White Beach,7184,Service Available,Wireless,7SOR-51-09-WHIT,
TAS,White Beach,7184,Service Available,Wireless,7SOR-51-06-NBTE,
TAS,White Hills,7212,Service Available,Wireless,7LEG-51-07-ABEL,
TAS,Whitemore,7303,Service Available,Wireless,7DEL-51-06-WSBT,
TAS,Whitemore,7303,Service Available,Wireless,7LAU-51-02-BRKC,
TAS,Wilburville,7030,Service Available,Wireless,7CLT-51-04-FLIN,
TAS,Wilburville,7030,Service Available,Wireless,7CLT-51-05-MIEN,
TAS,Wilmot,7310,Service Available,Wireless,7RAO-51-07-WILM,new
TAS,Wilmot,7310,Service Available,Wireless,7RAO-51-08-ERRI,new
TAS,Winkleigh,7275,Service Available,Wireless,7LEG-51-05-LOIR,
TAS,Winnaleah,7265,Service Available,Wireless,7SCE-51-12-WINN,
TAS,Wivenhoe,7320,Service Available,Wireless,7BUI-51-08-ROUN,
TAS,Wivenhoe,7320,Build Commenced,Other,7BUI-01,
TAS,Woodbridge,7162,Service Available,Wireless,7MGT-51-05-WOOB,
TAS,Wynyard,7325,Service Available,Wireless,7BUI-51-02-DOCT,
TAS,Wynyard,7325,Service Available,Wireless,7WYN-51-05-WYNY,
TAS,Wynyard,7325,Service Available,Wireless,7WYN-51-06-WYWY,
TAS,Wynyard,7325,Build Commenced,Other,7WYN-20,
TAS,Yolla,7325,Service Available,Wireless,7BUI-51-04-MHKN,
TAS,Yolla,7325,Service Available,Wireless,7BUI-51-10-YOLL,
TAS,York Town,7270,Service Available,Wireless,7BEL-51-01-BEAF,
TAS,Youngtown,7249,Service Available,Brownfields Fibre,7SHL-06,
VIC,Abbotsford,3067,Service Available,Greenfields Fibre,AYCA-SYS8U,
VIC,Abbotsford,3067,Service Available,Greenfields Fibre,AYCA-F6OB1,
VIC,Abbotsford,3067,Service Available,Greenfields Fibre,AYCA-PNAKK,
VIC,Abbotsford,3067,Service Available,Greenfields Fibre,AYAA-FEM6Y,
VIC,Abbotsford,3067,Service Available,Greenfields Fibre,AYAA-F0S8M,
VIC,Abbotsford,3067,Service Available,Greenfields Fibre,AYCA-S64A3,
VIC,Aberfeldie,3040,Build Commenced,Other,3NES-61,
VIC,Acheron,3714,Service Available,Wireless,3AXD-51-04-TAGG,
VIC,Acheron,3714,Service Available,Wireless,3AXD-51-03-RENN,
VIC,Airport West,3042,Service Available,Brownfields Fibre,3TMN-03,
VIC,Airport West,3042,Service Available,Brownfields Fibre,3TMN-04,
VIC,Airport West,3042,Service Available,Greenfields Fibre,AYCA-1Q5L47,
VIC,Airport West,3042,Service Available,Greenfields Fibre,AYCA-2E8XZU,
VIC,Airport West,3042,Service Available,Greenfields Fibre,AYCA-2QCMU6,
VIC,Airport West,3042,Service Available,Greenfields Fibre,AYCA-2Z6OE7,
VIC,Airport West,3042,Service Available,Greenfields Fibre,AYCA-1ANOFR,
VIC,Airport West,3042,Service Available,Greenfields Fibre,AYCA-1EDPQ1,
VIC,Airport West,3042,Service Available,Greenfields Fibre,AYCA-1G2080,
VIC,Airport West,3042,Service Available,Greenfields Fibre,AYCA-1JK8RD,
VIC,Airport West,3042,Service Available,Greenfields Fibre,AYCA-2Q4OEG,
VIC,Airport West,3042,Service Available,Greenfields Fibre,AYCA-1H2WIM,
VIC,Airport West,3042,Service Available,Greenfields Fibre,AYCA-1MUP5P,
VIC,Airport West,3042,Build Preparation,Greenfields Fibre,AYCA-3H39VU,
VIC,Airport West,3042,Build Commenced,Brownfields Fibre,3TMN-04,
VIC,Albanvale,3021,Build Commenced,Other,3DRP-60,
VIC,Alberton,3971,Service Available,Wireless,3YRA-51-01-ALBR,
VIC,Alexandra,3714,Service Available,Wireless,3AXD-51-03-RENN,
VIC,Alfredton,3350,Service Available,Greenfields Fibre,AYAA-I924G,
VIC,Alfredton,3350,Service Available,Greenfields Fibre,AYAA-I968R,
VIC,Alfredton,3350,Service Available,Greenfields Fibre,AYCA-17VLNT,
VIC,Alfredton,3350,Service Available,Greenfields Fibre,AYCA-DJ7R7,
VIC,Alfredton,3350,Service Available,Greenfields Fibre,AYCA-REKDY,
